_respondentid.6,_startdate.6,_enddate.6,_optin.6,_incgen.primary.6,_incgen.primary.emp.6,_incgen.primary.indw.6,_incgen.primary.bus.6,_incgen.primary.rent.6,_incgen.primary.sell.6,_incgen.primary.other.6,_unempreason.6,_unempreason.other.6,_incgen.secondary.6,_incgen.secondary.indw.6,_incgen.secondary.bus.6,_incgen.secondary.rent.6,_incgen.secondary.sell.6,_incgen.secondary.other.6,_service.secondary.care.6,_service.secondary.clean.6,_service.secondary.deliver.6,_service.secondary.maint.6,_service.secondary.personal.6,_service.secondary.it.6,_service.secondary.drive.6,_service.secondary.prof.6,_service.secondary.create.6,_service.secondary.other.6,_emp.direct.6,_emp.service.clean.6,_emp.service.security.6,_emp.service.it.6,_emp.service.warehouse.6,_emp.service.other.6,_emp.hours.6,_emp.underwork.6,_emp.underwork.reason.6,_emp.underwork.other.6,_emp.paytype.6,_emp.annsalary.6,_emp.hourly.6,_emp.earnings.6,_satisfaction.emp.6,_indw.source.online.6,_indw.source.sm.6,_indw.source.class.6,_indw.source.agency.6,_indw.source.network.6,_indw.source.other.6,_indw.service.care.6,_indw.service.clean.6,_indw.service.deliver.6,_indw.service.maint.6,_indw.service.personal.6,_indw.service.it.6,_indw.service.drive.6,_indw.service.prof.6,_indw.service.create.6,_indw.service.other.6,_indw.month.6,_indw.howoften.6,_indw.numgig.6,_indw.hours.6,_indw.underwork.6,_indw.underwork.reason.6,_indw.underwork.other.6,_indw.hourly.6,_indw.busexpense.6,_indw.inc.total.6,_indw.earnings.6,_indw.reason.income.6,_indw.reason.extra.6,_indw.reason.maintskill.6,_indw.reason.newskill.6,_indw.reason.resume.6,_indw.reason.empwork.6,_indw.reason.network.6,_indw.reason.flex.6,_indw.reason.ownproj.6,_indw.reason.location.6,_indw.reason.boss.6,_indw.reason.hobby.6,_indw.reason.other.6,_indw.type.6,_indw.searchtime.6,_indw.concern.findwork.6,_indw.concern.getwork.6,_indw.concern.income.6,_indw.concern.fairpay.6,_indw.concern.latepay.6,_indw.concern.retire.6,_indw.concern.savemoney.6,_indw.concern.benefit.6,_indw.concern.taxrate.6,_indw.concern.debt.6,_indw.concern.taxlegal.6,_indw.concern.career.6,_indw.concern.discrimin.6,_indw.concern.other.6,_indw.benefit.life.6,_indw.benefit.paidsick.6,_indw.benefit.paidfam.6,_indw.benefit.retire.6,_indw.benefit.disability.6,_indw.benefit.unemployment.6,_indw.benefit.workercomp.6,_indw.benefit.health.6,_indw.traininterest.6,_indw.train.clientacq.6,_indw.train.clientmgmt.6,_indw.train.custservice.6,_indw.train.compskill.6,_indw.train.brand.6,_indw.train.timemgmt.6,_indw.train.financiallit.6,_indw.train.taxlegal.6,_indw.train.benioption.6,_indw.train.busowner.6,_indw.train.techskill.6,_indw.train.other.6,_indw.incdescribe.6,_satisfaction.indw.6,_indw.howlong.6,_bus.hours.6,_bus.inc.beforetax.6,_bus.busexpense.6,_bus.inc.aftertax.6,_bus.earnings.6,_satisfaction.bus.6,_rent.service.house.6,_rent.service.car.6,_rent.service.other.6,_rent.source.online.6,_rent.source.social.6,_rent.source.classified.6,_rent.source.personal.6,_rent.source.other.6,_rent.connect.online.6,_rent.connect.social.6,_rent.connect.classified.6,_rent.connect.personal.6,_rent.connect.other.6,_rent.inc.beforetax.6,_rent.busexpense.6,_rent.inc.aftertax.6,_rent.earnings.6,_sell.good.resale.6,_sell.good.handicraft.6,_sell.good.used.6,_sell.good.other.6,_sell.connect.ecomm.6,_sell.connect.social.6,_sell.connect.classified.6,_sell.connect.personal.6,_sell.connect.other.6,_sell.inc.total.6,_sell.busexpense.6,_sell.inc.aftertax.6,_sell.earnings.6,_unempearner.6,_unempearner.month.6,_unempearner.reason.6,_unempearner.reason.other.6,_harass.6,_harass.type.sexual.6,_harass.type.racial.6,_harass.type.undisclose.6,_harass.type.other.6,_emplpreference.6,_emplpreference.other.6,_opinionofinc.6,_finwellbeing.1.expense.6,_finwellbeing.1.securing.6,_finwellbeing.1.notenough.6,_finwellbeing.1.moneymgmt.6,_finwellbeing.1.gettingby.6,_finwellbeing.1.wontlast.6,_finwellbeing.2.gift.6,_finwellbeing.2.leftover.6,_finwellbeing.2.behind.6,_finwellbeing.2.controlife.6,_demo.age.6,_demo.gender.6,_demo.highestedu.6,_demo.hisplatinspanish.6,_demo.race.americanindian.6,_demo.race.asian.6,,_demo.race.nativehawaiian.6,_demo.race.white.6,_demo.race.other.6,_demo.race.undisclose.6,_geo.6,_geo.other.6
100636,2019-02-19 15:51:08,2019-02-19 16:33:09,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,25,Based on calculations and records,9,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,4 months,More than four times a month,38,1-14 hours per week,No,,,50,Yes,7000,Best guess,,,I wanted to maintain my existing job skills,,I wanted to use this experience to build my resume,,,I wanted more flexibility in my schedule,I wanted to choose my own projects,,,,,Ongoing or repeat work with a consistent set of clients,4-6 days,,,,3rd Concern,,,,2nd Concern,,,1st Concern,,,,,,5,3,,4,2,1,Yes,,,,,Personal Branding,,,,,,Technical Skills,,"It is an important component of my budget, but not essential",10,3 or more years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,I needed time to attend school,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Very well,Completely,Not at all,Completely,Somewhat,Very little,Rarely,Always,Rarely,Rarely,31,Female,Some college but no degree,No,,,Black or African American,,,,,San Francisco Bay Area,
101199,2018-11-26 13:30:15,2018-11-26 14:22:34,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,13,Based on calculations and records,9,,,,,Through your personal networks / word-of-mouth referrals,,,Cleaning Services,,,,,,,,,2 months,Once or twice a month,4,1-14 hours per week,Yes,Other (please specify),I needed a vehicle to get to the jobs,12,Yes,500,Best guess,I wanted gig work to be my main source of income,,,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,,,,,,Just for fun as a hobby or to make good use of extra time,"It was a new experience for me, a different type of work than I had done before",One-off projects with various clients,4-6 days,2nd Concern,3rd Concern,,,,,,1st Concern,,,,,,,3,,,,2,,4,1,Yes,,,Customer Service,Computer / Internet Skills,Personal Branding,,,,,,,,It is essential for meeting my basic needs,6,Less than 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,I was looking for paid work but couldn’t find any,,No,,,,,A small business owner selling products,,I am getting by on my current income,Somewhat,Completely,Very little,Completely,Completely,Somewhat,Rarely,Always,Never,Never,52,Male,High School,No,,,Black or African American,,,,,New York City,
101458,2018-08-06 10:50:28,2018-12-17 12:58:15,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker","Janitorial, cleaning, or maintenance",,,,,35-50 hours per week,,,,Hourly Basis,,13,Based on calculations and records,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,I was looking for paid work but couldn’t find any,,No,,,,,Other (please specify),Would prefer to be an author,I am finding it difficult to live on my current income,Very little,Somewhat,Somewhat,Very well,Somewhat,Very well,Sometimes,Rarely,Sometimes,Often,20,Male,High School,No,,,Black or African American,,,,,New York City,
100817,2019-03-19 13:42:20,2019-03-19 14:33:25,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Salary,"40,200",,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am living comfortably on my current income,Not at all,Very well,Not at all,Completely,Very little,Not at all,Rarely,Sometimes,Never,Sometimes,26,Male,Associate Degree (2-year degree),No,,,Black or African American,,,,,New York City,
100721,2019-02-08 9:08:43,2019-02-08 9:30:56,Yes,Yes,An employee that got paid by an employer,,,,Selling new or used goods or handicrafts,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,14,Best guess,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New items that you bought specifically for resale,New handicrafts/artwork that you made specifically for sale,,,,"Through social media platforms - Facebook, LinkedIn, etc.",,,,14000,Yes,8300,Best guess,No,,,,Yes,,,,criminal background of charges but not convictions,A small business owner selling products,,I am living comfortably on my current income,Very little,Completely,Not at all,Completely,Not at all,Not at all,Never,Often,Rarely,Never,20,Female,Some high school - did not complete,No,,,Black or African American,,,,,Other (please specify),Georgia
100613,2019-03-20 7:25:04,2019-03-20 7:58:34,Yes,No,,,,,,,I was looking for paid work but couldn’t find any,,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A paid employee of a company or organization,,I am getting by on my current income,Not at all,Somewhat,Somewhat,Very little,Somewhat,Somewhat,Rarely,Often,Rarely,Rarely,23,Female,High School,Yes,,,Black or African American,,,,,New York City,
100728,2019-02-15 15:15:21,2019-02-15 15:18:14,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I needed time to attend school,,Hourly Basis,,15,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I was looking for paid work but couldn’t find any,,No,,,,,A paid employee of a company or organization,,I am finding it very difficult to live on my current income,Very little,Not at all,Completely,Not at all,Completely,Completely,Sometimes,Never,Always,Always,20,Female,Some college but no degree,No,,,Black or African American,,,,,New York City,
100729,2019-02-08 9:30:57,2019-02-08 9:44:43,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,Yes,I could only find part-time work,,Hourly Basis,,15,Based on calculations and records,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,I was looking for paid work but couldn’t find any,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Not at all,Somewhat,Completely,Somewhat,Completely,Somewhat,Never,Sometimes,Sometimes,Always,22,Female,High School,No,,,Black or African American,,,,,New York City,
101460,2019-04-25 7:57:57,2019-04-25 8:33:36,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through your personal networks / word-of-mouth referrals,,"Care Services - child care, elderly care, adult care, or pet care, etc.",,,,,,,,,,6 months,More than four times a month,2,35-50 hours per week,,,,19,No,6500,Best guess,,I wanted to earn extra money,I wanted to maintain my existing job skills,,I wanted to use this experience to build my resume,,I wanted to network / meet people,I wanted more flexibility in my schedule,,I wanted to choose where I worked,,,,Ongoing or repeat work with a consistent set of clients,More than a month,,,,1st Concern,,2nd Concern,,3rd Concern,,,,,,,,,,1,,2,3,,Yes,Client Acquisition,,,Computer / Internet Skills,,,Financial Literacy / Management / Planning,Taxes and Other Legal Obligations,,,Technical Skills,,"It is an important component of my budget, but not essential",8,1-2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Somewhat,Somewhat,Very little,Somewhat,Somewhat,Somewhat,Sometimes,Sometimes,Sometimes,Sometimes,53,Female,High School,No,,,Black or African American,,,,,New York City,
100876,2019-04-01 14:28:56,2019-04-01 14:49:50,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Salary,55000,,Based on calculations and records,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A small business owner selling products,,I am living comfortably on my current income,Very well,Very well,Not at all,Very well,Very little,Somewhat,Rarely,Often,Never,Rarely,35,Male,High School,No,,,Black or African American,,,,,New York City,
101264,2018-11-20 16:58:15,2018-11-20 17:17:04,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through a staffing or temporary placement (temp) agency,Through your personal networks / word-of-mouth referrals,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,6 months,More than four times a month,12,15-34 hours per week,Yes,I had to take care of children (including pregnancy) or other people,,21,Yes,5000,Best guess,I wanted gig work to be my main source of income,,,,,,,,,,,,,One-off projects with various clients,3-4 weeks,1st Concern,2nd Concern,,,,,,3rd Concern,,,,,,,,,,,,,,1,No,,,,,,,,,,,,,It is essential for meeting my basic needs,5,I don’t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,I was taking care of children (including pregnancy) or other people,,No,,,,,A paid employee of a company or organization,,I am finding it difficult to live on my current income,Not at all,Very little,Very well,Somewhat,Somewhat,Very little,Rarely,Rarely,Often,Often,42,Female,Some college but no degree,No,,,Black or African American,,,,,San Francisco Bay Area,
100731,2019-02-15 9:43:06,2019-02-15 9:51:21,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,15-34 hours per week,No,,,Hourly Basis,,13,Based on calculations and records,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am finding it very difficult to live on my current income,Somewhat,Somewhat,Not at all,Somewhat,Completely,Somewhat,Often,Sometimes,Always,Sometimes,21,Male,Some college but no degree,No,,,Black or African American,,,,,New York City,
101461,2019-04-25 8:33:36,2019-04-25 9:16:32,Yes,Yes,,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Through your personal networks / word-of-mouth referrals,,"Care Services - child care, elderly care, adult care, or pet care, etc.",,,,,,,,,,4 months,More than four times a month,4,1-14 hours per week,Yes,I could only find part-time work,,25,Yes,5550,Best guess,,,I wanted to maintain my existing job skills,,I wanted to use this experience to build my resume,,I wanted to network / meet people,I wanted more flexibility in my schedule,,,I wanted to be my own boss,,,Ongoing or repeat work with a consistent set of clients,More than a month,,1st Concern,,2nd Concern,,3rd Concern,,,,,,,,,,2,,3,,4,,1,Yes,,Client Management,,Computer / Internet Skills,Personal Branding,,,,,Becoming A Business Owner,Technical Skills,,It is essential for meeting my basic needs,7,6 months to 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,I was looking for paid work but couldn’t find any,,No,,,,,A small business owner selling products,,I am finding it difficult to live on my current income,Not at all,Very little,Somewhat,Very little,Very little,Very little,Always,Never,Often,Rarely,54,Female,High School,No,,,Black or African American,,,,,New York City,
101175,2018-08-23 18:22:49,2018-12-17 12:08:19,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,20,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Other (please specify),Waiting for job to start,No,,,,,A small business owner selling products,,I am getting by on my current income,Very little,Very well,Not at all,Very well,Very well,Very little,Often,Sometimes,Sometimes,Never,31,Male,Some college but no degree,No,American Indian or Alaska Native,,Black or African American,,,,,San Francisco Bay Area,
100958,2019-01-29 16:56:48,2019-01-29 17:28:30,Yes,Yes,An employee that got paid by an employer,"A gig worker, independent contractor, consultant, or freelancer that got paid by providing services and completing gigs, contracts, or projects",,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,IT,,,35-50 hours per week,,,,Hourly Basis,,15,Based on calculations and records,8,"Online work platforms - websites or apps such as Uber, Postmates, UpWork and Field Nation, etc.",,,Through a staffing or temporary placement (temp) agency,,,,,,,,"IT Services - setting up printers, networks, programming, data entry, etc.",,,,,4 months,More than four times a month,45,15-34 hours per week,Yes,I could only find part-time work,,13-20,Yes,3500,Best guess,,I wanted to earn extra money,,I wanted to develop new job skills,I wanted to use this experience to build my resume,I wanted to use this experience to get work as an employee,,I wanted more flexibility in my schedule,,,,,,Ongoing or repeat work with a consistent set of clients,4-6 days,3rd Concern,1st Concern,,,,,,2nd Concern,,,,,,,1,,,,,,2,,Yes,,,,,Personal Branding,,,Taxes and Other Legal Obligations,,Becoming A Business Owner,,,It is essential for meeting my basic needs,6,I don’t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A small business owner selling products,,I am getting by on my current income,Not at all,Not at all,Not at all,Completely,Completely,Completely,Always,Often,Never,Always,35,Male,Some college but no degree,No,,,Black or African American,,,,,New York City,
100669,2019-03-13 16:51:34,2019-03-13 17:17:41,Yes,No,,,,,,,I needed time to attend school,,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am living comfortably on my current income,Very well,Very well,Not at all,Very well,Not at all,Completely,Never,Often,Never,Often,19,Male,High School,No,,,Black or African American,,,,,New York City,
100454,2019-05-07 13:11:41,2019-05-07 13:39:31,Yes,Yes,,,,,,catsitting twice for her friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6,I had health or medical limitations,,No,,,,,A paid employee of a company or organization,,I am getting by on my current income,Not at all,Somewhat,Not at all,Somewhat,Very little,Not at all,Sometimes,Rarely,Often,Never,59,Female,Some college but no degree,No,,,Black or African American,,,,,New York City,
100770,2019-05-04 11:04:45,2019-05-04 11:23:58,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,"Employed and paid by your employer but you worked by providing services for other companies, for example janitorial services, security services, or warehouse worker",,,IT,,,Varied a lot by week,,,,Hourly Basis,,15,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Other (please specify),I was working for another company on call,No,,,,,A paid employee of a company or organization,,I am finding it difficult to live on my current income,Not at all,Somewhat,Somewhat,Not at all,Somewhat,Completely,Sometimes,Rarely,Often,Often,38,Male,Bachelor’s Degree (4-year degree),Yes,,,Black or African American,,,,,New York City,
101134,2018-11-16 13:16:45,2018-11-16 13:26:01,Yes,No,,,,,,,I was doing unpaid work as an intern or volunteer,,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A gig worker, independent contractor, or freelancer providing services",,I am living comfortably on my current income,Very little,Somewhat,Somewhat,Somewhat,Very well,Somewhat,Sometimes,Often,Rarely,Sometimes,58,Female,Bachelor’s Degree (4-year degree),No,,,Black or African American,,,,,San Francisco Bay Area,
101441,2018-08-06 9:03:25,2018-12-17 13:58:39,Yes,No,,,,,,,I had health or medical limitations,,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A paid employee of a company or organization,,I am getting by on my current income,Somewhat,Somewhat,Not at all,Very well,Somewhat,Very little,Rarely,Always,Rarely,Rarely,39,Female,Associate Degree (2-year degree),No,,,Black or African American,,,,,New York City,
100426,2019-05-05 9:11:21,2019-05-05 9:22:13,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,15,Based on calculations and records,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A small business owner selling products,,I am living comfortably on my current income,Very well,Somewhat,Not at all,Completely,Not at all,Very little,Never,Always,Rarely,Rarely,23,Male,Associate Degree (2-year degree),No,,,Black or African American,,,,,New York City,
100761,2019-05-11 8:44:01,2019-05-11 9:01:21,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,17.5,Based on calculations and records,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A paid employee of a company or organization,,I am finding it difficult to live on my current income,Very well,Somewhat,Very little,Somewhat,Completely,Somewhat,Rarely,Sometimes,Always,Rarely,27,Female,Bachelor’s Degree (4-year degree),No,,,Black or African American,,,,,New York City,
100356,2019-05-17 8:17:36,2019-05-17 8:34:36,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,Varied a lot by week,,,,Hourly Basis,,15,Best guess,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,,,,,A small business owner selling products,,I am finding it difficult to live on my current income,Somewhat,Somewhat,Completely,Somewhat,Somewhat,,Often,Always,Sometimes,Sometimes,51,Female,Less than high school,Yes,,,,,,,I prefer not to disclose,San Francisco Bay Area,
100739,2019-02-14 17:23:23,2019-02-14 17:58:21,Yes,No,,,,,,,I needed time to attend school,,No work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A paid employee of a company or organization,,I am finding it difficult to live on my current income,Somewhat,Very well,Very little,Completely,Completely,Somewhat,Rarely,Never,Rarely,Sometimes,38,Male,Bachelor’s Degree (4-year degree),Yes,American Indian or Alaska Native,,,,,,,San Francisco Bay Area,
100766,2019-05-05 11:50:14,2019-05-05 12:12:49,Yes,Yes,An employee that got paid by an employer,,,,,,,,,,,,,,,,,,,,,,,,Direct employee of your employer,,,,,,35-50 hours per week,,,,Hourly Basis,,25,Based on calculations and records,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,I was looking for paid work but couldn’t find any,,No,,,,,A small business owner selling products,,I am getting by on my current income,Somewhat,Somewhat,Very little,Somewhat,Completely,Very little,Rarely,Rarely,Never,Often,21,Male,High School,No,,Asian,,,,,,New York City,
